commune,surface_m2,nbr_chambres,etage,type_logement,distance_centre_km,annee_construction,etat,parking,gardiennage,prix_fcfa
Marcory,86,2,5,Duplex,0.5,2023,À rénover,0,1,19400000
Yopougon,72,3,1,Studio,5.0,1994,À rénover,1,1,12200000
Plateau,136,2,2,Studio,4.3,2005,Bon état,1,1,46500000
Plateau,28,3,1,Appartement,12.1,2021,Bon état,0,0,12800000
Adjamé,79,4,1,Appartement,3.5,1990,Bon état,1,0,8700000
Plateau,30,1,0,Appartement,32.4,1988,Bon état,0,1,9400000
Abobo,108,4,3,Studio,1.6,1990,Bon état,0,1,12700000
Adjamé,70,3,3,Duplex,7.2,1981,À rénover,1,1,9900000
Cocody,91,1,0,Villa,0.8,2006,Bon état,1,1,24700000
Abobo,48,2,3,Studio,10.6,2005,Neuf,0,0,6000000
Marcory,140,2,2,Villa,40.0,1987,À rénover,0,1,33400000
Treichville,124,3,1,Appartement,13.7,2000,Bon état,1,0,28300000
Yopougon,99,3,0,Appartement,6.5,2000,À rénover,0,0,13400000
Koumassi,69,1,3,Appartement,5.3,1987,Neuf,0,0,10200000
Abobo,98,3,2,Appartement,14.4,1980,Neuf,1,1,12700000
Cocody,52,4,1,Villa,22.0,2017,À rénover,1,0,20600000
Abobo,113,4,2,Appartement,36.2,1992,Neuf,0,1,17200000
Treichville,168,3,0,Villa,4.0,1988,À rénover,1,0,37200000
Abobo,126,5,1,Villa,37.6,2007,À rénover,1,0,15800000
Koumassi,51,3,0,Appartement,1.4,1985,Bon état,1,1,7500000
Port-Bouet,88,2,0,Appartement,2.3,2002,Neuf,1,1,14000000
Marcory,39,4,2,Appartement,0.7,2015,Bon état,1,0,9200000
Marcory,98,2,4,Appartement,2.5,1996,À rénover,0,0,22000000
Abobo,92,2,1,Studio,11.7,1988,Bon état,0,1,12100000
Yopougon,29,2,0,Appartement,15.3,1991,Bon état,1,0,5000000
Koumassi,41,4,2,Villa,12.1,2001,Bon état,1,1,7100000
Port-Bouet,64,4,3,Studio,8.0,1991,Neuf,1,0,13000000
Yopougon,63,2,2,Studio,5.8,1985,À rénover,1,0,8200000
Marcory,40,2,3,Studio,9.9,2023,À rénover,1,0,7400000
Koumassi,90,2,1,Appartement,4.0,1988,À rénover,1,1,10000000
Marcory,84,3,3,Appartement,14.7,2016,Bon état,1,1,17500000
Koumassi,67,2,0,Appartement,9.0,1982,Bon état,1,0,10800000
Yopougon,51,3,1,Appartement,9.6,2013,Bon état,0,1,6900000
Adjamé,125,2,1,Duplex,6.1,1987,Bon état,1,1,19500000
Cocody,169,2,1,Villa,17.3,1989,Bon état,1,1,54700000
Abobo,58,1,4,Appartement,2.3,2020,À rénover,1,0,6900000
Yopougon,54,2,3,Appartement,3.8,2021,À rénover,1,0,6400000
Abobo,94,4,0,Appartement,12.0,2022,À rénover,0,1,14700000
Plateau,62,2,0,Villa,5.4,1988,À rénover,1,0,27400000
Adjamé,69,2,1,Villa,17.6,1993,À rénover,1,0,9300000
Port-Bouet,107,2,0,Studio,3.4,2016,Neuf,1,1,16200000
Marcory,28,2,2,Duplex,3.7,2006,À rénover,1,0,7100000
Cocody,142,1,4,Appartement,17.6,2020,Bon état,0,0,38900000
Cocody,76,2,4,Appartement,5.0,2011,Bon état,1,0,15300000
Adjamé,60,3,2,Appartement,5.8,1983,Neuf,1,1,8200000
Abobo,70,3,3,Appartement,3.2,1981,Bon état,1,0,8600000
Abobo,72,2,1,Duplex,2.6,2012,Bon état,1,1,7100000
Marcory,31,2,0,Villa,8.5,2000,Bon état,1,1,6300000
Yopougon,156,5,1,Villa,1.0,1980,Bon état,0,1,26900000
Abobo,75,2,2,Appartement,16.9,2023,À rénover,1,0,10900000
Yopougon,92,2,2,Appartement,12.1,1990,À rénover,0,0,12400000
Treichville,119,2,0,Appartement,1.7,1980,Bon état,1,1,28300000
Plateau,44,2,1,Villa,9.5,1990,Bon état,0,0,20200000
Adjamé,93,3,1,Villa,7.4,1986,Bon état,0,1,19700000
Yopougon,64,2,4,Appartement,1.6,1981,Bon état,1,0,9400000
Yopougon,113,3,1,Villa,2.6,1994,Neuf,1,1,12000000
Adjamé,25,1,3,Studio,4.2,1987,À rénover,1,0,5000000
Adjamé,70,2,3,Appartement,9.6,2005,Bon état,1,1,13100000
Treichville,55,3,0,Villa,8.1,2019,Neuf,1,0,12000000
Plateau,91,2,2,Appartement,6.1,2021,Bon état,1,0,43400000
Cocody,93,3,3,Villa,11.7,2014,Bon état,1,1,34100000
Adjamé,52,2,1,Studio,11.3,2020,Bon état,1,1,9100000
Abobo,52,3,4,Duplex,7.7,2020,Neuf,1,1,7700000
Marcory,70,1,0,Appartement,12.4,2000,À rénover,1,1,14700000
Cocody,47,4,0,Appartement,3.3,2017,Bon état,1,1,10200000
Cocody,112,2,3,Appartement,17.0,1987,Neuf,0,0,31300000
Port-Bouet,61,4,3,Appartement,7.6,2022,Neuf,1,0,14300000
Plateau,20,2,5,Villa,13.8,2011,Bon état,0,1,6600000
Yopougon,61,3,2,Duplex,6.3,1987,Neuf,0,0,8900000
Marcory,44,2,4,Appartement,2.0,2023,Neuf,0,1,8000000
Yopougon,33,4,3,Appartement,6.3,1989,Bon état,1,0,6700000
Cocody,40,1,3,Appartement,3.7,2002,Bon état,0,0,14000000
Abobo,78,2,2,Appartement,9.6,1983,Neuf,1,0,8000000
Cocody,143,2,1,Appartement,5.2,2017,Bon état,1,1,44200000
Koumassi,86,1,4,Appartement,14.5,2009,Bon état,1,1,10800000
Marcory,54,2,1,Villa,9.1,2020,Neuf,1,0,12700000
Abobo,93,4,1,Appartement,9.2,2002,Bon état,1,0,13700000
Port-Bouet,59,5,1,Villa,2.0,1984,Neuf,1,1,14000000
Adjamé,52,2,2,Studio,33.2,2000,Neuf,1,0,8800000
Abobo,41,4,1,Appartement,14.7,1985,Bon état,1,1,8100000
Yopougon,31,3,0,Villa,12.4,1996,Bon état,1,1,5000000
Yopougon,61,2,3,Villa,3.2,2004,Neuf,1,1,6400000
Adjamé,80,3,1,Villa,6.1,2003,Bon état,0,1,13100000
Treichville,70,3,2,Appartement,1.2,2001,À rénover,1,0,11800000
Adjamé,60,5,0,Appartement,6.2,1992,Bon état,0,1,9200000
Abobo,46,2,0,Studio,1.3,1996,À rénover,0,1,5000000
Adjamé,100,3,0,Studio,6.4,1993,À rénover,1,1,15000000
Yopougon,38,1,2,Appartement,8.4,2013,À rénover,1,0,5000000
Cocody,109,1,0,Appartement,4.0,2005,Bon état,1,1,32900000
Abobo,45,1,4,Appartement,5.5,1998,Bon état,1,1,5000000
Treichville,51,5,0,Appartement,16.7,2005,Bon état,1,1,12400000
Plateau,35,4,0,Villa,0.9,1982,Neuf,0,0,17200000
Adjamé,57,3,0,Appartement,12.6,1981,Bon état,1,0,8800000
Marcory,120,3,0,Appartement,1.5,2007,À rénover,0,1,26700000
Abobo,95,2,3,Studio,0.5,1981,Bon état,0,1,11900000
Cocody,120,2,3,Appartement,1.6,2001,Bon état,1,0,25700000
Yopougon,96,2,2,Studio,11.6,1986,Bon état,0,1,8700000
Koumassi,42,2,0,Villa,4.2,1983,Bon état,0,0,6700000
Yopougon,62,3,0,Appartement,16.5,2017,Bon état,1,0,10000000
Adjamé,50,3,1,Villa,6.0,2018,Bon état,0,0,11400000
Koumassi,143,1,4,Villa,0.5,1999,Bon état,0,0,20500000
Port-Bouet,41,1,0,Appartement,10.1,1985,Bon état,0,0,7400000
Marcory,115,1,2,Appartement,0.9,1988,À rénover,0,0,22300000
Yopougon,115,2,1,Villa,12.5,2010,À rénover,0,0,16900000
Plateau,184,4,0,Duplex,1.5,2005,Bon état,1,1,99800000
Treichville,60,3,1,Villa,3.4,2015,À rénover,0,1,9000000
Port-Bouet,105,4,0,Appartement,11.5,2005,Bon état,1,1,22100000
Abobo,231,2,3,Villa,24.7,2007,Bon état,0,0,36200000
Port-Bouet,54,2,0,Appartement,3.7,1984,Bon état,1,0,9700000
Abobo,34,1,2,Villa,14.1,1989,Bon état,1,1,5000000
Abobo,29,4,0,Villa,1.7,1997,Neuf,1,1,5000000
Cocody,105,3,4,Villa,13.2,1994,Bon état,1,0,33900000
Koumassi,29,2,0,Studio,8.6,2012,Bon état,1,0,5000000
Plateau,61,3,3,Villa,1.7,1984,Bon état,0,1,16500000
Koumassi,92,2,3,Villa,2.9,2016,Bon état,1,1,11500000
Koumassi,81,3,4,Appartement,1.1,2019,Bon état,1,0,11000000
Adjamé,91,4,1,Studio,3.9,2001,Bon état,0,1,19000000
Cocody,82,3,2,Duplex,1.8,2001,À rénover,0,1,30100000
Marcory,140,3,1,Appartement,8.3,2001,Bon état,0,1,34100000
Marcory,46,1,0,Appartement,40.0,1994,Neuf,1,0,10300000
Yopougon,53,1,1,Appartement,0.5,1996,Bon état,0,1,6700000
Cocody,50,2,0,Studio,6.2,2007,Bon état,0,0,17800000
Port-Bouet,112,1,5,Villa,6.8,2001,Bon état,1,1,17900000
Abobo,116,3,0,Appartement,19.6,2000,Neuf,1,1,14900000
Marcory,92,3,2,Studio,5.6,2021,Bon état,0,0,20500000
Yopougon,133,1,2,Appartement,6.3,1996,Bon état,0,1,19100000
Yopougon,41,4,1,Studio,5.1,1984,Bon état,1,0,6200000
Abobo,170,2,2,Appartement,2.5,1997,Bon état,1,0,23200000
Abobo,158,2,0,Appartement,0.5,1996,À rénover,1,0,15600000
Port-Bouet,106,2,2,Appartement,4.2,1983,Bon état,1,1,15300000
Yopougon,180,2,0,Appartement,0.5,1986,Bon état,0,0,27900000
Treichville,32,2,4,Villa,6.4,2004,Bon état,0,1,6500000
Port-Bouet,57,2,3,Villa,2.9,2016,À rénover,1,0,9200000
Marcory,51,2,5,Appartement,6.1,2019,Bon état,1,0,12500000
Port-Bouet,106,5,0,Appartement,1.2,2019,Bon état,1,0,20300000
Cocody,44,1,0,Appartement,21.6,2022,Bon état,1,1,12000000
Koumassi,108,1,0,Villa,18.0,1988,Bon état,1,0,18300000
Yopougon,146,1,0,Villa,1.7,1998,À rénover,0,0,23400000
Port-Bouet,104,3,0,Appartement,3.4,1988,Neuf,0,0,23900000
Port-Bouet,85,1,2,Villa,7.6,2002,Neuf,0,0,13000000
Koumassi,45,4,0,Appartement,0.8,2010,À rénover,0,1,9300000
Koumassi,48,3,1,Duplex,3.5,2011,À rénover,0,1,6700000
Marcory,138,3,3,Duplex,2.3,2010,Bon état,1,0,27700000
Cocody,109,3,2,Villa,19.8,1996,Bon état,0,0,22900000
Yopougon,72,2,1,Duplex,15.3,2018,Bon état,0,1,12600000
Plateau,60,2,1,Studio,6.9,2001,Bon état,0,0,19700000
Adjamé,27,2,1,Studio,5.9,2014,À rénover,1,1,5000000
Yopougon,43,3,0,Villa,21.4,2009,Neuf,1,0,5600000
Treichville,192,2,2,Appartement,21.6,2019,Neuf,1,0,43500000
Adjamé,39,1,1,Appartement,27.9,2016,Bon état,1,1,5500000
Koumassi,81,5,3,Appartement,1.1,2005,Bon état,1,1,12000000
Plateau,122,1,3,Villa,1.4,1985,Neuf,0,0,45500000
Port-Bouet,39,4,2,Appartement,9.0,2013,Neuf,0,0,6100000
Port-Bouet,81,3,1,Appartement,6.2,2011,Bon état,0,0,13100000
Yopougon,118,2,0,Appartement,0.5,2004,Neuf,1,1,11300000
Abobo,74,1,3,Appartement,0.5,1992,À rénover,0,1,6400000
Koumassi,309,1,1,Villa,17.5,2017,Bon état,0,0,44400000
Plateau,32,3,0,Duplex,16.3,2017,Bon état,1,0,9200000
Abobo,125,3,0,Villa,3.5,1981,Bon état,1,0,12400000
Yopougon,68,3,0,Villa,17.7,1984,Bon état,1,0,10300000
Plateau,108,4,3,Villa,7.2,1990,Bon état,0,0,43100000
Yopougon,92,3,0,Appartement,13.1,1990,Bon état,1,1,18000000
Cocody,51,2,1,Appartement,4.5,2003,Bon état,1,0,19700000
Cocody,83,2,1,Studio,1.0,1993,Bon état,0,0,21800000
Plateau,29,4,2,Appartement,4.5,2009,Bon état,1,1,13600000
Treichville,100,2,3,Appartement,4.9,2019,Bon état,1,0,22800000
Abobo,86,1,3,Studio,6.4,2023,À rénover,0,0,8600000
Treichville,101,3,1,Appartement,0.9,2014,Bon état,0,0,17300000
Yopougon,125,2,0,Appartement,38.0,2000,À rénover,1,0,17500000
Marcory,89,4,1,Appartement,2.2,1984,À rénover,0,1,21500000
Abobo,79,3,2,Appartement,1.8,2017,Neuf,1,1,9400000
Yopougon,47,1,2,Appartement,6.0,1981,Bon état,0,0,6500000
Cocody,52,4,2,Appartement,6.2,2019,Bon état,1,0,16000000
Adjamé,133,2,0,Villa,4.6,2016,Bon état,1,0,17800000
Marcory,151,2,2,Studio,11.8,2013,Bon état,1,1,33100000
Abobo,65,2,0,Appartement,5.8,1990,Bon état,0,1,8200000
Adjamé,75,1,3,Studio,7.5,2015,Bon état,0,0,9300000
Plateau,47,2,1,Appartement,10.3,1990,Neuf,0,0,20200000
Cocody,132,1,2,Appartement,0.5,1988,Neuf,0,0,27100000
Koumassi,103,2,0,Appartement,6.8,1985,Bon état,0,1,14200000
Yopougon,195,2,1,Villa,17.2,2013,Bon état,1,1,26300000
Cocody,48,3,2,Appartement,0.5,2016,Bon état,0,1,14100000
Treichville,61,4,0,Villa,4.2,2011,Bon état,1,0,13200000
Cocody,83,2,3,Studio,20.9,1991,Neuf,1,1,32100000
Adjamé,102,2,2,Villa,3.5,2011,Neuf,1,1,14400000
Treichville,66,2,2,Villa,4.9,1996,Bon état,1,1,18500000
Marcory,48,2,1,Duplex,31.9,1983,Bon état,0,0,11000000
Plateau,115,3,1,Appartement,1.8,2021,Bon état,1,1,47300000
Plateau,106,3,2,Appartement,0.5,2012,À rénover,1,0,46100000
Marcory,47,2,1,Villa,15.7,2022,À rénover,1,1,14000000
Cocody,145,2,2,Villa,16.2,2022,Neuf,1,0,37300000
Adjamé,132,1,1,Appartement,5.1,1988,Bon état,1,1,16500000
Cocody,79,3,0,Appartement,5.8,2013,Bon état,0,1,22800000
Abobo,77,1,0,Appartement,14.5,2018,Bon état,0,0,8500000
Treichville,97,5,0,Appartement,10.7,2009,Bon état,1,1,18000000
Koumassi,48,3,1,Appartement,2.5,1999,Bon état,1,0,7800000
Abobo,75,2,2,Duplex,0.5,2018,Neuf,1,0,11200000
Marcory,25,3,3,Studio,5.2,2002,Bon état,0,0,5900000
Abobo,114,4,0,Appartement,15.7,2020,Bon état,1,0,14900000
Abobo,34,3,4,Villa,18.1,2023,Bon état,1,1,5000000
Yopougon,156,2,1,Studio,25.0,2014,Neuf,0,0,24900000
Plateau,62,2,4,Appartement,16.9,2002,Bon état,0,1,20500000
Port-Bouet,66,4,2,Appartement,6.9,2018,Bon état,0,1,16700000
Yopougon,54,3,2,Villa,4.7,2002,Neuf,1,1,10500000
Plateau,64,3,0,Studio,11.9,2016,Neuf,1,1,27000000
Yopougon,150,4,0,Appartement,10.8,2002,Bon état,0,0,24100000
Yopougon,21,4,0,Duplex,6.2,2018,Bon état,0,1,5000000
Koumassi,140,4,2,Appartement,0.7,2007,Bon état,1,0,28300000
Adjamé,87,1,1,Appartement,20.8,1998,Neuf,1,1,11500000
Koumassi,40,3,3,Appartement,4.9,2009,Neuf,1,1,6000000
Cocody,43,3,1,Appartement,3.6,2000,Bon état,1,1,11200000
Yopougon,170,3,3,Studio,7.9,2003,Bon état,0,0,27200000
Yopougon,46,3,0,Duplex,9.0,2000,Neuf,1,1,7600000
Cocody,41,2,0,Appartement,1.9,2005,Bon état,0,1,9900000
Marcory,130,3,1,Duplex,14.5,2015,Neuf,1,1,28100000
Koumassi,87,3,1,Studio,2.7,2005,Bon état,0,0,11300000
Plateau,46,1,1,Appartement,1.7,2012,Neuf,1,1,13900000
Abobo,82,2,3,Villa,4.2,2015,Neuf,0,0,10500000
Marcory,44,2,0,Appartement,10.5,1983,Bon état,1,1,8500000
Cocody,128,2,1,Villa,26.9,1988,Bon état,0,1,37000000
Marcory,125,1,3,Appartement,13.3,1987,À rénover,1,0,18900000
Treichville,96,2,0,Villa,22.6,1981,Neuf,1,0,20300000
Koumassi,88,3,4,Appartement,1.2,2008,Neuf,0,1,14200000
Treichville,178,3,5,Studio,0.6,2002,Bon état,1,0,34900000
Yopougon,74,3,0,Studio,6.5,1985,Bon état,1,0,10800000
Cocody,41,4,0,Appartement,2.7,2022,Bon état,1,1,14600000
Abobo,92,2,1,Appartement,14.1,2015,Bon état,1,1,9600000
Yopougon,209,1,3,Appartement,8.9,2000,Bon état,1,1,21200000
Port-Bouet,44,4,2,Villa,28.2,2001,Neuf,1,0,11100000
Cocody,62,2,2,Appartement,2.4,1988,À rénover,1,0,17000000
Yopougon,91,5,3,Villa,5.3,2013,Bon état,0,1,15400000
Plateau,72,4,0,Appartement,5.6,2005,Bon état,0,1,36000000
Yopougon,45,3,3,Appartement,2.2,1980,Bon état,1,1,10400000
Adjamé,129,5,2,Appartement,7.1,2015,Bon état,0,1,20800000
Yopougon,235,1,2,Appartement,4.7,2023,Neuf,1,0,32600000
Yopougon,81,2,3,Studio,4.7,1984,Bon état,0,0,10200000
Yopougon,47,3,2,Duplex,3.6,2020,Neuf,1,1,6500000
Yopougon,34,2,0,Appartement,0.5,2001,Bon état,1,1,5000000
Koumassi,84,4,1,Villa,5.9,1983,Bon état,1,1,12100000
Port-Bouet,128,1,1,Appartement,3.3,1981,Bon état,1,1,20400000
Treichville,93,3,0,Villa,0.5,1995,Bon état,1,1,16000000
Koumassi,74,3,4,Appartement,2.9,1995,Bon état,0,1,13700000
Marcory,55,3,0,Villa,2.6,2001,Neuf,0,0,12900000
Adjamé,43,2,2,Duplex,4.0,2022,Bon état,0,1,7400000
Yopougon,112,2,1,Appartement,1.1,1980,Neuf,1,1,14600000
Marcory,116,4,0,Studio,5.7,1994,Bon état,0,0,27200000
Port-Bouet,34,2,4,Appartement,9.4,2003,À rénover,0,1,6100000
Cocody,163,4,3,Appartement,8.0,1983,Bon état,1,0,46700000
Port-Bouet,98,3,1,Appartement,13.0,1997,Neuf,1,1,17200000
Yopougon,148,3,0,Appartement,4.8,1996,Bon état,0,0,19400000
Abobo,38,3,0,Appartement,5.9,1986,À rénover,0,1,5000000
Adjamé,37,2,1,Appartement,13.3,1989,Bon état,1,1,5000000
Port-Bouet,68,3,0,Appartement,4.5,1980,Neuf,1,1,15200000
Abobo,95,4,1,Appartement,9.7,1981,À rénover,0,1,11600000
Abobo,181,2,4,Villa,4.6,2001,À rénover,1,1,25300000
Cocody,105,5,2,Duplex,4.3,2011,Neuf,1,0,45000000
Abobo,65,2,3,Appartement,11.4,2008,À rénover,1,0,6200000
Plateau,44,1,2,Appartement,1.5,2014,Bon état,1,1,12900000
Adjamé,136,2,1,Appartement,3.3,1996,Bon état,1,0,30500000
Abobo,45,5,3,Studio,2.0,1991,Bon état,1,0,8300000
Adjamé,166,2,1,Villa,3.6,2003,À rénover,0,0,26800000
Cocody,64,4,3,Appartement,2.1,2009,Bon état,0,0,23100000
Cocody,163,4,0,Appartement,6.9,2023,Neuf,1,1,51200000
Adjamé,103,2,0,Appartement,12.8,2009,À rénover,1,1,17800000
Cocody,69,1,3,Appartement,12.4,1999,Neuf,1,0,17200000
Cocody,57,3,2,Duplex,3.6,2021,Bon état,0,1,12900000
Cocody,62,2,3,Studio,35.9,1986,Bon état,1,0,15000000
Treichville,91,3,4,Appartement,7.2,2021,Neuf,0,1,20100000
Adjamé,77,2,0,Villa,4.1,2017,Neuf,1,0,10400000
Yopougon,55,2,1,Appartement,14.4,1986,À rénover,0,1,7600000
Marcory,68,3,1,Appartement,10.5,2009,Bon état,1,0,13200000
Yopougon,77,2,2,Studio,11.1,1991,Bon état,1,0,9500000
Koumassi,25,2,3,Villa,1.7,2010,Bon état,0,1,5000000
Adjamé,93,2,0,Appartement,5.1,1997,Bon état,0,0,15600000
Plateau,45,2,2,Appartement,15.8,2022,Bon état,1,1,17000000
Plateau,41,3,2,Studio,5.6,1981,Bon état,1,1,18800000
Cocody,32,4,0,Villa,9.2,2012,Bon état,0,0,11900000
Adjamé,30,2,3,Appartement,7.1,1990,À rénover,0,1,5900000
Koumassi,37,3,2,Appartement,14.8,2013,Bon état,0,0,5600000
Marcory,52,3,4,Appartement,2.7,1995,Bon état,1,1,11300000
Cocody,196,2,1,Duplex,6.9,2014,À rénover,0,1,47700000
Cocody,57,2,0,Villa,1.1,2012,Bon état,0,0,16100000
Treichville,81,4,1,Appartement,9.4,2000,Neuf,1,1,21800000
Marcory,90,3,0,Villa,10.5,1999,À rénover,1,0,25000000
Koumassi,79,3,4,Studio,0.5,1987,Bon état,0,1,14700000
Abobo,71,3,0,Appartement,9.0,2005,Neuf,1,0,6600000
Yopougon,41,1,3,Appartement,4.3,2012,Bon état,1,0,6200000
Marcory,152,3,1,Villa,1.1,2005,Bon état,1,1,25500000
Plateau,182,3,1,Villa,4.4,2016,Bon état,0,0,83800000
Abobo,32,3,0,Villa,1.7,2009,Bon état,1,1,5000000
Koumassi,44,2,2,Studio,4.3,2010,Bon état,0,1,7400000
Adjamé,64,1,2,Appartement,3.9,2012,Bon état,0,1,7700000
Abobo,46,2,0,Appartement,10.7,1990,Bon état,0,1,6400000
Cocody,95,5,4,Duplex,11.9,2020,Neuf,1,1,27400000
Treichville,51,2,1,Appartement,7.5,1984,Neuf,1,0,9400000
Koumassi,218,2,1,Villa,0.5,1981,Bon état,1,1,28000000
Marcory,134,1,1,Villa,21.4,1992,Bon état,0,1,19700000
Treichville,82,1,0,Villa,9.3,1997,Bon état,1,0,15800000
Abobo,123,3,4,Appartement,0.5,2005,Bon état,1,0,19900000
Abobo,128,3,1,Studio,13.7,2004,Bon état,0,1,22900000
Koumassi,56,3,0,Studio,1.8,2023,Bon état,1,1,9200000
Koumassi,49,2,1,Villa,6.9,1993,À rénover,0,1,8600000
Adjamé,77,3,2,Appartement,5.0,1984,Bon état,1,1,13900000
Plateau,113,2,1,Appartement,4.4,2021,Bon état,0,0,45900000
Yopougon,79,2,2,Appartement,17.6,1981,Bon état,1,1,10500000
Port-Bouet,33,2,0,Appartement,4.6,1983,Bon état,1,1,5900000
Marcory,49,2,0,Appartement,0.6,1991,Bon état,1,0,11400000
Yopougon,71,2,3,Duplex,23.4,1990,Bon état,0,0,9100000
Yopougon,71,3,0,Studio,20.3,1983,À rénover,1,0,10600000
Yopougon,198,3,3,Villa,9.2,2022,Bon état,0,1,29600000
Abobo,37,4,0,Villa,5.0,1988,Bon état,1,0,5700000
Treichville,95,2,3,Appartement,0.8,1989,À rénover,1,0,16400000
Marcory,155,1,1,Duplex,12.5,2006,Bon état,0,0,30800000
Plateau,229,2,2,Appartement,0.6,1985,Bon état,0,0,111400000
Plateau,60,5,0,Appartement,0.6,1994,À rénover,1,0,32600000
Port-Bouet,94,3,0,Appartement,6.2,2021,Bon état,1,1,21000000
Adjamé,98,3,0,Studio,1.4,2010,Bon état,0,0,17100000
Marcory,81,1,0,Studio,0.5,2001,À rénover,0,1,17000000
Koumassi,70,3,1,Appartement,4.4,1985,Bon état,0,1,13100000
Port-Bouet,92,1,1,Studio,1.2,2012,À rénover,1,1,18200000
Port-Bouet,21,3,2,Appartement,1.4,2008,Neuf,1,1,5000000
Port-Bouet,104,4,3,Appartement,0.6,2000,Bon état,1,0,16600000
Marcory,78,5,2,Studio,1.8,2009,Neuf,1,0,24600000
Koumassi,66,3,2,Studio,10.1,2000,Bon état,1,0,10300000
Yopougon,205,2,1,Villa,13.2,2015,Neuf,1,1,25900000
Port-Bouet,53,4,1,Villa,4.8,2001,Neuf,0,0,8500000
Adjamé,60,3,1,Studio,5.7,1999,Neuf,1,1,9600000
Koumassi,199,1,3,Studio,0.5,2001,Bon état,0,1,22000000
Adjamé,49,2,0,Studio,0.6,2019,Bon état,0,1,10400000
Plateau,56,2,0,Villa,2.4,1990,Neuf,1,1,21100000
Abobo,68,2,2,Duplex,6.3,2010,Bon état,0,1,8000000
Treichville,112,2,0,Duplex,10.8,2019,Neuf,1,0,25000000
Port-Bouet,82,3,3,Appartement,7.4,1992,À rénover,1,1,17400000
Cocody,39,2,3,Studio,4.0,1997,Bon état,1,0,13500000
Plateau,56,2,0,Appartement,1.0,2001,Bon état,0,1,24600000
Plateau,54,3,0,Appartement,12.1,1996,À rénover,0,1,19800000
Adjamé,71,4,1,Villa,3.6,2017,Bon état,0,0,12600000
Koumassi,91,3,2,Appartement,10.7,2004,Bon état,1,1,16500000
Marcory,91,2,0,Villa,5.8,2011,Bon état,1,0,18100000
Abobo,30,4,2,Studio,10.7,1994,À rénover,1,1,5000000
Port-Bouet,125,4,2,Appartement,19.0,1992,Bon état,1,1,26300000
Adjamé,84,2,1,Appartement,20.3,2005,À rénover,1,1,15200000
Abobo,147,1,0,Duplex,6.1,1990,À rénover,1,0,11900000
Abobo,92,3,3,Appartement,5.7,1992,Bon état,1,0,13000000
Abobo,128,4,0,Appartement,2.5,2012,Bon état,0,1,16800000
Marcory,93,5,3,Appartement,22.0,2016,Bon état,1,1,27200000
Abobo,144,4,1,Villa,4.9,2017,Neuf,1,0,21900000
Adjamé,96,3,2,Villa,1.1,1980,Bon état,0,0,20700000
Port-Bouet,70,3,3,Studio,4.5,2018,À rénover,0,0,15600000
Abobo,230,1,3,Appartement,1.1,2006,Bon état,0,1,30400000
Koumassi,115,2,1,Studio,5.6,2015,Bon état,1,0,21200000
Plateau,98,2,0,Villa,6.6,2011,Bon état,0,0,38700000
Yopougon,39,3,3,Appartement,3.3,2020,Bon état,1,1,5900000
Cocody,39,3,1,Villa,0.6,1994,Neuf,1,0,14300000
Marcory,85,3,0,Villa,23.0,2010,Bon état,1,1,21900000
Adjamé,79,2,4,Villa,11.9,1985,Bon état,0,0,12200000
Treichville,54,3,0,Appartement,14.6,2004,Neuf,0,0,12600000
Cocody,79,1,0,Appartement,3.7,1997,À rénover,0,1,22000000
Yopougon,163,2,0,Appartement,11.4,2001,Bon état,0,0,20000000
Koumassi,104,3,2,Appartement,5.3,2010,Bon état,1,0,20200000
Marcory,42,3,2,Villa,1.8,2015,Neuf,0,0,9800000
Abobo,70,5,1,Appartement,1.1,1988,Bon état,1,0,13300000
Adjamé,49,2,1,Studio,3.4,1982,Bon état,0,1,6000000
Abobo,61,2,1,Appartement,1.2,2012,Bon état,1,0,6600000
Plateau,60,2,2,Appartement,40.0,2006,À rénover,1,1,22800000
Yopougon,58,2,0,Villa,0.5,2022,Neuf,1,1,9500000
Koumassi,39,4,4,Appartement,4.7,1980,Bon état,1,0,7200000
Abobo,69,3,0,Studio,4.8,2023,Bon état,0,0,9200000
Cocody,56,4,5,Appartement,2.9,1988,À rénover,1,1,16200000
Koumassi,20,2,0,Appartement,6.8,1984,Bon état,1,0,5000000
Cocody,206,4,3,Studio,1.3,1994,Neuf,1,0,75000000
Koumassi,127,1,0,Villa,12.3,1988,Neuf,1,0,14100000
Marcory,61,4,0,Appartement,3.2,2007,À rénover,1,1,13900000
Treichville,74,2,3,Appartement,7.2,1992,À rénover,1,1,16300000
Yopougon,41,2,3,Villa,10.1,2003,Bon état,1,0,5000000
Yopougon,172,3,1,Duplex,17.6,1989,Bon état,1,1,32200000
Plateau,190,4,2,Studio,14.5,2021,Bon état,0,1,97600000
Marcory,80,1,2,Appartement,7.5,2001,À rénover,1,0,12200000
Port-Bouet,123,2,3,Duplex,3.9,2018,À rénover,1,1,18300000
Treichville,80,4,1,Appartement,5.6,2001,À rénover,1,1,12400000
Yopougon,38,2,1,Appartement,11.7,2016,À rénover,1,1,5000000
Yopougon,60,2,1,Studio,16.8,2018,À rénover,0,0,9400000
Adjamé,79,2,1,Appartement,0.9,1999,Bon état,1,1,12000000
Port-Bouet,59,2,3,Appartement,3.9,1989,À rénover,1,1,10900000
