region,village,superficie_ha,rendement_tonne_ha,type_semence,engrais_npk_kg,acces_irrigation,pluviometrie_mm,type_sol,annee,prix_vente_fcfa
Plateaux,Bassar,1.5,2.39,Améliorée,95.0,0,1432.0,Ferralitique,2020,239100.0
Maritime,Mango,3.69,2.9,Hybride,168.0,0,1395.0,Hydromorphe,2023,220100.0
Savanes,Mango,3.08,1.96,OPV,168.0,0,500.0,Vertisol,2023,152300.0
Centrale,Bassar,1.51,1.93,Traditionnelle,130.0,0,1034.0,Hydromorphe,2022,184100.0
Savanes,Bassar,4.01,1.75,OPV,83.0,1,924.0,Ferrugineux,2020,165500.0
Centrale,Tsévié,3.12,2.13,Traditionnelle,103.0,1,977.0,Vertisol,2021,210700.0
Kara,Dévé,3.04,2.11,Améliorée,0.0,0,,Hydromorphe,2020,247700.0
Savanes,Bassar,2.52,1.72,OPV,0.0,0,831.0,Vertisol,2019,165900.0
Kara,Tohoun,0.53,1.45,Traditionnelle,157.0,0,826.0,Vertisol,2020,148100.0
Plateaux,Tohoun,3.48,3.38,Hybride,58.0,1,1114.0,Hydromorphe,2019,281400.0
Plateaux,Dévé,1.68,2.81,Améliorée,60.0,0,903.0,Vertisol,2019,292500.0
Maritime,Akplogan,7.64,3.1,Hybride,127.0,0,1158.0,Ferrugineux,2021,274600.0
Savanes,Akplogan,4.76,1.91,Améliorée,0.0,0,978.0,Ferralitique,2022,183500.0
Kara,Tohoun,2.71,2.78,OPV,0.0,1,,Ferralitique,2020,260300.0
Centrale,Bassar,1.23,2.23,OPV,,1,877.0,Vertisol,2019,239800.0
Plateaux,Dévé,1.07,3.15,Améliorée,0.0,0,1225.0,Ferralitique,2020,249900.0
Plateaux,Akplogan,1.54,3.22,Améliorée,0.0,1,1003.0,Vertisol,2022,217800.0
Centrale,Akplogan,2.12,2.66,Améliorée,146.0,0,1188.0,Hydromorphe,2022,245700.0
Kara,Mango,1.38,2.52,OPV,0.0,0,1027.0,Ferrugineux,2023,254000.0
Kara,Tohoun,2.31,2.44,Traditionnelle,114.0,1,996.0,Ferralitique,2022,236400.0
Savanes,Bassar,0.95,2.8,Hybride,167.0,1,930.0,Hydromorphe,2021,307900.0
Savanes,Dévé,10.01,2.42,Hybride,67.0,0,651.0,Ferrugineux,2019,242700.0
Maritime,Akplogan,0.79,2.37,OPV,0.0,0,939.0,Ferralitique,2023,209400.0
Plateaux,Mango,7.22,3.57,Hybride,0.0,1,880.0,Ferralitique,2021,239800.0
Savanes,Tohoun,6.62,1.6,Améliorée,86.0,1,711.0,Ferrugineux,2020,147100.0
Kara,Tohoun,2.36,2.07,Traditionnelle,0.0,1,,Hydromorphe,2019,222400.0
Centrale,Dévé,3.73,2.9,Hybride,0.0,0,859.0,Hydromorphe,2022,261400.0
Kara,Akplogan,1.93,1.34,Traditionnelle,0.0,1,874.0,Ferralitique,2019,127700.0
Plateaux,Dévé,2.99,2.63,Améliorée,0.0,1,1209.0,Ferrugineux,2020,263000.0
Kara,Dévé,1.54,3.34,Hybride,0.0,0,1031.0,Hydromorphe,2023,276200.0
Maritime,Tsévié,1.4,2.5,OPV,108.0,1,1299.0,Ferrugineux,2023,256400.0
Plateaux,Mango,2.66,2.16,Traditionnelle,,0,1277.0,Ferrugineux,2023,247300.0
Centrale,Tohoun,2.22,2.6,Améliorée,0.0,0,1115.0,Ferralitique,2022,241700.0
Maritime,Tsévié,2.67,2.06,Traditionnelle,80.0,0,1401.0,Ferrugineux,2021,167400.0
Plateaux,Bassar,1.34,3.41,Hybride,173.0,0,975.0,Ferrugineux,2021,320900.0
Centrale,Tohoun,1.64,2.17,Hybride,0.0,0,1013.0,Vertisol,2019,148400.0
Maritime,Tohoun,0.72,2.8,OPV,0.0,1,1231.0,Ferrugineux,2022,277200.0
Maritime,Mango,0.63,3.41,Améliorée,187.0,0,1133.0,Hydromorphe,2023,342700.0
Plateaux,Bassar,1.23,3.26,Améliorée,102.0,0,1196.0,Ferralitique,2023,374900.0
Savanes,Akplogan,0.69,1.58,OPV,67.0,1,781.0,Ferralitique,2020,146500.0
Maritime,Bassar,0.77,2.42,OPV,128.0,0,1444.0,Ferrugineux,2020,241300.0
Maritime,Akplogan,4.69,2.81,Améliorée,0.0,0,985.0,Ferrugineux,2023,237800.0
Centrale,Bassar,0.6,1.88,Traditionnelle,,0,746.0,Hydromorphe,2023,170400.0
Kara,Dévé,3.19,2.41,Traditionnelle,0.0,0,790.0,Vertisol,2022,184600.0
Plateaux,Bassar,1.3,2.2,OPV,230.0,0,1081.0,Ferralitique,2021,203800.0
Plateaux,Tsévié,5.63,2.6,Traditionnelle,109.0,1,1380.0,Vertisol,2020,237500.0
Savanes,Tsévié,2.16,2.1,Améliorée,42.0,0,868.0,Hydromorphe,2021,207100.0
Savanes,Mango,1.41,2.29,Hybride,0.0,1,880.0,Ferralitique,2022,200500.0
Plateaux,Akplogan,2.32,3.75,Hybride,0.0,0,1336.0,Hydromorphe,2023,360300.0
Savanes,Tohoun,1.7,1.53,Traditionnelle,,0,765.0,Ferrugineux,2021,139100.0
Centrale,Mango,2.58,1.78,OPV,82.0,0,1137.0,Hydromorphe,2023,162400.0
Plateaux,Tsévié,0.8,3.47,OPV,146.0,0,,Ferrugineux,2023,333200.0
Savanes,Tsévié,15.01,1.69,OPV,0.0,0,871.0,Vertisol,2019,161600.0
Plateaux,Akplogan,1.89,2.9,OPV,0.0,0,1071.0,Ferralitique,2021,302500.0
Kara,Tsévié,1.57,2.79,OPV,,0,710.0,Ferralitique,2021,261300.0
Maritime,Tsévié,3.6,1.85,Traditionnelle,0.0,0,1301.0,Vertisol,2023,168300.0
Plateaux,Akplogan,1.63,3.76,Hybride,179.0,0,787.0,Ferrugineux,2022,349500.0
Maritime,Tsévié,4.98,2.62,Hybride,171.0,0,1137.0,Ferralitique,2019,226400.0
Savanes,Tohoun,2.01,1.93,Traditionnelle,79.0,0,1204.0,Hydromorphe,2023,175400.0
Maritime,Dévé,3.68,1.63,OPV,161.0,0,1238.0,Ferrugineux,2020,194600.0
Plateaux,Mango,0.78,2.18,Traditionnelle,93.0,0,1590.0,Ferralitique,2020,182800.0
Kara,Tohoun,5.18,2.67,Hybride,0.0,0,864.0,Hydromorphe,2019,244600.0
Savanes,Tohoun,3.83,2.3,Améliorée,103.0,0,834.0,Hydromorphe,2022,208100.0
Plateaux,Dévé,1.09,2.66,Traditionnelle,0.0,0,1205.0,Ferralitique,2023,244900.0
Savanes,Mango,0.89,1.64,OPV,101.0,1,1266.0,Vertisol,2021,148900.0
Centrale,Tohoun,1.45,2.19,Hybride,0.0,0,984.0,Vertisol,2019,215000.0
Maritime,Tsévié,9.83,3.07,Hybride,165.0,0,1012.0,Ferralitique,2022,228800.0
Centrale,Dévé,1.24,2.37,Hybride,0.0,1,1139.0,Hydromorphe,2021,254800.0
Plateaux,Mango,2.02,3.56,Hybride,0.0,0,793.0,Vertisol,2020,365200.0
Kara,Bassar,0.58,2.28,OPV,148.0,0,973.0,Vertisol,2020,182900.0
Savanes,Akplogan,1.77,1.21,Améliorée,0.0,0,869.0,Vertisol,2021,81800.0
Maritime,Tsévié,2.62,2.59,Hybride,,0,865.0,Ferrugineux,2019,215500.0
Savanes,Dévé,8.15,1.16,Traditionnelle,137.0,1,889.0,Vertisol,2020,106700.0
Plateaux,Akplogan,2.32,2.91,Améliorée,0.0,1,1343.0,Ferralitique,2023,366900.0
Savanes,Bassar,4.77,1.94,Hybride,120.0,0,914.0,Ferralitique,2021,196800.0
Maritime,Tohoun,2.48,2.71,Améliorée,0.0,1,1135.0,Ferrugineux,2021,198400.0
Plateaux,Tohoun,0.6,2.6,Traditionnelle,0.0,0,1318.0,Ferrugineux,2020,225800.0
Savanes,Mango,1.45,2.19,Hybride,133.0,0,1040.0,Ferralitique,2019,207000.0
Kara,Dévé,2.64,2.1,Traditionnelle,57.0,1,712.0,Ferrugineux,2023,205700.0
Plateaux,Dévé,8.02,2.66,OPV,0.0,0,1035.0,Vertisol,2019,210500.0
